Store ID,Product ID,Date,Units Sold,Sales Revenue (USD),Discount Percentage,Marketing Spend (USD),Store Location,Product Category,Day of the Week,Holiday Effect
Spearsland,52372247,2022-04-14,7,2665.53,0,153,Belarus,Furniture,Thursday,False
Spearsland,52372247,2022-04-15,3,1142.37,0,99,United Arab Emirates,Furniture,Friday,False
Spearsland,52372247,2022-04-16,5,1523.16,20,30,Iceland,Furniture,Saturday,False
Spearsland,52372247,2022-04-17,10,3807.9,0,53,Sri Lanka,Furniture,Sunday,False
Spearsland,52372247,2022-04-18,4,1294.69,15,0,Saint Lucia,Furniture,Monday,False
Spearsland,52372247,2022-04-19,8,2741.69,10,0,Kenya,Furniture,Tuesday,False
Spearsland,52372247,2022-04-20,7,2665.53,0,0,Bhutan,Furniture,Wednesday,False
Spearsland,52372247,2022-04-21,3,1028.13,10,97,Moldova,Furniture,Thursday,False
Spearsland,52372247,2022-04-22,8,3046.32,0,0,France,Furniture,Friday,False
Spearsland,52372247,2022-04-23,11,4188.69,0,15,Egypt,Furniture,Saturday,False
Spearsland,52372247,2022-04-24,5,1903.95,0,175,Gibraltar,Furniture,Sunday,False
Spearsland,52372247,2022-04-25,4,1523.16,0,0,Kiribati,Furniture,Monday,False
Spearsland,52372247,2022-04-26,9,3427.11,0,0,Bangladesh,Furniture,Tuesday,False
Spearsland,52372247,2022-04-27,10,3617.5,5,0,Lebanon,Furniture,Wednesday,False
Spearsland,52372247,2022-04-28,13,4950.27,0,2,Ireland,Furniture,Thursday,False
Spearsland,52372247,2022-04-29,8,3046.32,0,0,Lesotho,Furniture,Friday,False
Spearsland,52372247,2022-04-30,5,1903.95,0,0,Cote d'Ivoire,Furniture,Saturday,False
Spearsland,52372247,2022-05-01,8,3046.32,0,0,Norway,Furniture,Sunday,False
Spearsland,52372247,2022-05-02,3,1142.37,0,4,Australia,Furniture,Monday,False
Spearsland,52372247,2022-05-03,6,2284.74,0,144,Martinique,Furniture,Tuesday,False
Spearsland,52372247,2022-05-04,3,1142.37,0,0,Faroe Islands,Furniture,Wednesday,False
Spearsland,52372247,2022-05-05,4,1523.16,0,0,Mauritania,Furniture,Thursday,False
Spearsland,52372247,2022-05-06,7,2132.42,20,145,Tajikistan,Furniture,Friday,False
Spearsland,52372247,2022-05-07,4,1523.16,0,61,Micronesia,Furniture,Saturday,False
Spearsland,52372247,2022-05-08,14,5331.06,0,0,Pakistan,Furniture,Sunday,False
Spearsland,52372247,2022-05-09,8,3046.32,0,106,Cambodia,Furniture,Monday,False
Spearsland,52372247,2022-05-10,2,761.58,0,0,Dominican Republic,Furniture,Tuesday,False
Spearsland,52372247,2022-05-11,2,761.58,0,0,Rwanda,Furniture,Wednesday,False
Spearsland,52372247,2022-05-12,2,761.58,0,157,Papua New Guinea,Furniture,Thursday,False
Spearsland,52372247,2022-05-13,2,761.58,0,36,Cayman Islands,Furniture,Friday,False
Spearsland,52372247,2022-05-14,4,1523.16,0,0,Togo,Furniture,Saturday,False
Spearsland,52372247,2022-05-15,5,1903.95,0,0,India,Furniture,Sunday,False
Spearsland,52372247,2022-05-16,4,1370.84,10,25,Cyprus,Furniture,Monday,False
Spearsland,52372247,2022-05-17,4,1523.16,0,0,Nauru,Furniture,Tuesday,False
Spearsland,52372247,2022-05-18,4,1523.16,0,0,United States of America,Furniture,Wednesday,False
Spearsland,52372247,2022-05-19,7,2665.53,0,165,Guyana,Furniture,Thursday,False
Spearsland,52372247,2022-05-20,2,761.58,0,14,Mexico,Furniture,Friday,False
Spearsland,52372247,2022-05-21,5,1713.56,10,0,Uruguay,Furniture,Saturday,False
Spearsland,52372247,2022-05-22,4,1523.16,0,0,Saudi Arabia,Furniture,Sunday,False
Spearsland,52372247,2022-05-23,3,1142.37,0,165,Uzbekistan,Furniture,Monday,False
Spearsland,52372247,2022-05-24,4,1523.16,0,0,Mayotte,Furniture,Tuesday,False
Spearsland,52372247,2022-05-25,8,3046.32,0,0,Comoros,Furniture,Wednesday,False
Spearsland,52372247,2022-05-26,4,1294.69,15,0,Bhutan,Furniture,Thursday,False
Spearsland,52372247,2022-05-27,1,380.79,0,0,Montenegro,Furniture,Friday,False
Spearsland,52372247,2022-05-28,2,723.5,5,0,Guam,Furniture,Saturday,False
Spearsland,52372247,2022-05-29,4,1523.16,0,0,Iceland,Furniture,Sunday,False
Spearsland,52372247,2022-05-30,8,3046.32,0,0,Seychelles,Furniture,Monday,False
Spearsland,52372247,2022-05-31,8,2741.69,10,0,Tanzania,Furniture,Tuesday,False
Spearsland,52372247,2022-06-01,9,2913.04,15,0,Thailand,Furniture,Wednesday,False
Spearsland,52372247,2022-06-02,8,3046.32,0,0,British Indian Ocean Territory (Chagos Archipelago),Furniture,Thursday,False
Spearsland,52372247,2022-06-03,9,3427.11,0,0,Ethiopia,Furniture,Friday,False
Spearsland,52372247,2022-06-04,4,1523.16,0,0,Christmas Island,Furniture,Saturday,False
Spearsland,52372247,2022-06-05,8,3046.32,0,86,Brazil,Furniture,Sunday,False
Spearsland,52372247,2022-06-06,4,1523.16,0,124,Tanzania,Furniture,Monday,False
Spearsland,52372247,2022-06-07,6,2284.74,0,4,Ukraine,Furniture,Tuesday,False
Spearsland,52372247,2022-06-08,6,2170.5,5,75,South Georgia and the South Sandwich Islands,Furniture,Wednesday,False
Spearsland,52372247,2022-06-09,6,2284.74,0,0,Serbia,Furniture,Thursday,False
Spearsland,52372247,2022-06-10,9,3427.11,0,36,Marshall Islands,Furniture,Friday,False
Spearsland,52372247,2022-06-11,2,761.58,0,0,Bosnia and Herzegovina,Furniture,Saturday,False
Spearsland,52372247,2022-06-12,2,609.26,20,42,Nepal,Furniture,Sunday,False
Spearsland,52372247,2022-06-13,1,380.79,0,0,Saint Lucia,Furniture,Monday,False
Spearsland,52372247,2022-06-14,4,1294.69,15,0,Rwanda,Furniture,Tuesday,False
Spearsland,52372247,2022-06-15,6,2284.74,0,33,Seychelles,Furniture,Wednesday,False
Spearsland,52372247,2022-06-16,3,1085.25,5,0,Benin,Furniture,Thursday,False
Spearsland,52372247,2022-06-17,6,2284.74,0,68,Nigeria,Furniture,Friday,False
Spearsland,52372247,2022-06-18,5,1903.95,0,0,Tonga,Furniture,Saturday,False
Spearsland,52372247,2022-06-19,4,1523.16,0,0,Guyana,Furniture,Sunday,False
Spearsland,52372247,2022-06-20,9,3427.11,0,0,Antarctica (the territory South of 60 deg S),Furniture,Monday,False
Spearsland,52372247,2022-06-21,8,3046.32,0,73,Mongolia,Furniture,Tuesday,False
Spearsland,52372247,2022-06-22,9,3427.11,0,14,Fiji,Furniture,Wednesday,False
Spearsland,52372247,2022-06-23,9,3427.11,0,0,Portugal,Furniture,Thursday,False
Spearsland,52372247,2022-06-24,4,1523.16,0,0,Seychelles,Furniture,Friday,False
Spearsland,52372247,2022-06-25,8,3046.32,0,0,Taiwan,Furniture,Saturday,False
Spearsland,52372247,2022-06-26,7,2665.53,0,183,Bahrain,Furniture,Sunday,False
Spearsland,52372247,2022-06-27,6,2284.74,0,0,Argentina,Furniture,Monday,False
Spearsland,52372247,2022-06-28,8,3046.32,0,36,Indonesia,Furniture,Tuesday,False
Spearsland,52372247,2022-06-29,8,3046.32,0,0,Papua New Guinea,Furniture,Wednesday,False
Spearsland,52372247,2022-06-30,3,1142.37,0,0,Ireland,Furniture,Thursday,False
Spearsland,52372247,2022-07-01,7,2665.53,0,117,Jordan,Furniture,Friday,False
Spearsland,52372247,2022-07-02,3,1142.37,0,0,Bahrain,Furniture,Saturday,False
Spearsland,52372247,2022-07-03,10,3807.9,0,195,Slovakia (Slovak Republic),Furniture,Sunday,False
Spearsland,52372247,2022-07-04,6,2284.74,0,0,Afghanistan,Furniture,Monday,False
Spearsland,52372247,2022-07-05,3,1142.37,0,34,Gibraltar,Furniture,Tuesday,False
Spearsland,52372247,2022-07-06,6,2284.74,0,105,Mauritania,Furniture,Wednesday,False
Spearsland,52372247,2022-07-07,6,2284.74,0,91,Cote d'Ivoire,Furniture,Thursday,False
Spearsland,52372247,2022-07-08,5,1903.95,0,149,Cocos (Keeling) Islands,Furniture,Friday,False
Spearsland,52372247,2022-07-09,6,2284.74,0,150,Svalbard & Jan Mayen Islands,Furniture,Saturday,False
Spearsland,52372247,2022-07-10,6,2284.74,0,150,Marshall Islands,Furniture,Sunday,False
Spearsland,52372247,2022-07-11,9,3427.11,0,0,Congo,Furniture,Monday,False
Spearsland,52372247,2022-07-12,6,2284.74,0,162,Cook Islands,Furniture,Tuesday,False
Spearsland,52372247,2022-07-13,7,2665.53,0,0,Luxembourg,Furniture,Wednesday,False
Spearsland,52372247,2022-07-14,7,2665.53,0,195,Panama,Furniture,Thursday,False
Spearsland,52372247,2022-07-15,7,2665.53,0,133,Panama,Furniture,Friday,False
Spearsland,52372247,2022-07-16,0,0.0,5,0,Eritrea,Furniture,Saturday,False
Spearsland,52372247,2022-07-17,4,1370.84,10,0,Spain,Furniture,Sunday,False
Spearsland,52372247,2022-07-18,5,1903.95,0,6,Serbia,Furniture,Monday,False
Spearsland,52372247,2022-07-19,7,2665.53,0,0,Greenland,Furniture,Tuesday,False
Spearsland,52372247,2022-07-20,5,1903.95,0,13,Puerto Rico,Furniture,Wednesday,False
Spearsland,52372247,2022-07-21,5,1903.95,0,0,Djibouti,Furniture,Thursday,False
Spearsland,52372247,2022-07-22,9,2913.04,15,187,France,Furniture,Friday,False
Spearsland,52372247,2022-07-23,6,2284.74,0,81,Hong Kong,Furniture,Saturday,False
Spearsland,52372247,2022-07-24,12,4569.48,0,28,Mauritania,Furniture,Sunday,False
Spearsland,52372247,2022-07-25,9,3427.11,0,87,French Polynesia,Furniture,Monday,False
Spearsland,52372247,2022-07-26,5,1713.56,10,0,United States of America,Furniture,Tuesday,False
Spearsland,52372247,2022-07-27,2,761.58,0,158,Ecuador,Furniture,Wednesday,False
Spearsland,52372247,2022-07-28,6,2170.5,5,111,Swaziland,Furniture,Thursday,False
Spearsland,52372247,2022-07-29,7,2665.53,0,0,Tonga,Furniture,Friday,False
Spearsland,52372247,2022-07-30,7,2665.53,0,0,Italy,Furniture,Saturday,False
Spearsland,52372247,2022-07-31,10,3807.9,0,123,Peru,Furniture,Sunday,False
Spearsland,52372247,2022-08-01,6,1827.79,20,31,Nicaragua,Furniture,Monday,False
Spearsland,52372247,2022-08-02,6,2284.74,0,0,Bahrain,Furniture,Tuesday,False
Spearsland,52372247,2022-08-03,2,761.58,0,0,South Georgia and the South Sandwich Islands,Furniture,Wednesday,False
Spearsland,52372247,2022-08-04,6,2284.74,0,150,Mauritius,Furniture,Thursday,False
Spearsland,52372247,2022-08-05,11,4188.69,0,105,Liberia,Furniture,Friday,False
Spearsland,52372247,2022-08-06,12,4569.48,0,0,Turkmenistan,Furniture,Saturday,False
Spearsland,52372247,2022-08-07,12,4569.48,0,0,Turks and Caicos Islands,Furniture,Sunday,False
Spearsland,52372247,2022-08-08,7,2665.53,0,0,Hong Kong,Furniture,Monday,False
Spearsland,52372247,2022-08-09,3,1085.25,5,0,Montserrat,Furniture,Tuesday,False
Spearsland,52372247,2022-08-10,6,2170.5,5,0,Maldives,Furniture,Wednesday,False
Spearsland,52372247,2022-08-11,9,2741.69,20,0,Armenia,Furniture,Thursday,False
Spearsland,52372247,2022-08-12,6,2284.74,0,62,Russian Federation,Furniture,Friday,False
Spearsland,52372247,2022-08-13,14,5331.06,0,0,Western Sahara,Furniture,Saturday,False
Spearsland,52372247,2022-08-14,7,2665.53,0,0,Afghanistan,Furniture,Sunday,False
Spearsland,52372247,2022-08-15,7,2665.53,0,48,Nicaragua,Furniture,Monday,False
Spearsland,52372247,2022-08-16,9,3427.11,0,59,Nigeria,Furniture,Tuesday,False
Spearsland,52372247,2022-08-17,5,1808.75,5,134,Spain,Furniture,Wednesday,False
Spearsland,52372247,2022-08-18,6,2284.74,0,44,Denmark,Furniture,Thursday,False
Spearsland,52372247,2022-08-19,5,1903.95,0,0,Vanuatu,Furniture,Friday,False
Spearsland,52372247,2022-08-20,6,2284.74,0,153,Vanuatu,Furniture,Saturday,False
Spearsland,52372247,2022-08-21,9,3427.11,0,88,French Southern Territories,Furniture,Sunday,False
Spearsland,52372247,2022-08-22,3,1142.37,0,70,Burundi,Furniture,Monday,False
Spearsland,52372247,2022-08-23,10,3617.5,5,84,Liberia,Furniture,Tuesday,False
Spearsland,52372247,2022-08-24,3,1142.37,0,166,Singapore,Furniture,Wednesday,False
Spearsland,52372247,2022-08-25,5,1903.95,0,134,Saudi Arabia,Furniture,Thursday,False
Spearsland,52372247,2022-08-26,5,1618.36,15,0,Martinique,Furniture,Friday,False
Spearsland,52372247,2022-08-27,6,2056.27,10,0,Turks and Caicos Islands,Furniture,Saturday,False
Spearsland,52372247,2022-08-28,7,2665.53,0,0,Tokelau,Furniture,Sunday,False
Spearsland,52372247,2022-08-29,9,3427.11,0,0,Somalia,Furniture,Monday,False
Spearsland,52372247,2022-08-30,7,2665.53,0,128,Norfolk Island,Furniture,Tuesday,False
Spearsland,52372247,2022-08-31,5,1903.95,0,0,Israel,Furniture,Wednesday,False
Spearsland,52372247,2022-09-01,7,2665.53,0,155,Tunisia,Furniture,Thursday,False
Spearsland,52372247,2022-09-02,3,1142.37,0,0,Ghana,Furniture,Friday,False
Spearsland,52372247,2022-09-03,7,2665.53,0,0,Namibia,Furniture,Saturday,False
Spearsland,52372247,2022-09-04,10,3807.9,0,20,Ukraine,Furniture,Sunday,False
Spearsland,52372247,2022-09-05,3,1142.37,0,0,Romania,Furniture,Monday,False
Spearsland,52372247,2022-09-06,9,2741.69,20,0,Sao Tome and Principe,Furniture,Tuesday,False
Spearsland,52372247,2022-09-07,3,1142.37,0,199,Turks and Caicos Islands,Furniture,Wednesday,False
Spearsland,52372247,2022-09-08,1,380.79,0,0,Guadeloupe,Furniture,Thursday,False
Spearsland,52372247,2022-09-09,2,761.58,0,141,Mayotte,Furniture,Friday,False
Spearsland,52372247,2022-09-10,7,2665.53,0,186,Maldives,Furniture,Saturday,False
Spearsland,52372247,2022-09-11,7,2665.53,0,83,Turks and Caicos Islands,Furniture,Sunday,False
Spearsland,52372247,2022-09-12,2,761.58,0,82,Switzerland,Furniture,Monday,False
Spearsland,52372247,2022-09-13,14,4531.4,15,29,Ukraine,Furniture,Tuesday,False
Spearsland,52372247,2022-09-14,3,1142.37,0,40,Jordan,Furniture,Wednesday,False
Spearsland,52372247,2022-09-15,7,2132.42,20,0,Latvia,Furniture,Thursday,False
Spearsland,52372247,2022-09-16,7,2265.7,15,188,Egypt,Furniture,Friday,False
Spearsland,52372247,2022-09-17,3,1142.37,0,86,Peru,Furniture,Saturday,False
Spearsland,52372247,2022-09-18,10,3807.9,0,0,Grenada,Furniture,Sunday,False
Spearsland,52372247,2022-09-19,5,1903.95,0,0,United States Minor Outlying Islands,Furniture,Monday,False
Spearsland,52372247,2022-09-20,7,2665.53,0,26,Pitcairn Islands,Furniture,Tuesday,False
Spearsland,52372247,2022-09-21,5,1713.56,10,83,Kyrgyz Republic,Furniture,Wednesday,False
Spearsland,52372247,2022-09-22,2,685.42,10,0,Faroe Islands,Furniture,Thursday,False
Spearsland,52372247,2022-09-23,5,1903.95,0,36,Malaysia,Furniture,Friday,False
Spearsland,52372247,2022-09-24,7,2665.53,0,138,Costa Rica,Furniture,Saturday,False
Spearsland,52372247,2022-09-25,4,1523.16,0,0,Trinidad and Tobago,Furniture,Sunday,False
Spearsland,52372247,2022-09-26,7,2665.53,0,174,Germany,Furniture,Monday,False
Spearsland,52372247,2022-09-27,3,1142.37,0,81,Netherlands Antilles,Furniture,Tuesday,False
Spearsland,52372247,2022-09-28,6,2284.74,0,28,Wallis and Futuna,Furniture,Wednesday,False
Spearsland,52372247,2022-09-29,3,1142.37,0,0,Sudan,Furniture,Thursday,False
Spearsland,52372247,2022-09-30,6,2284.74,0,80,Heard Island and McDonald Islands,Furniture,Friday,False
Spearsland,52372247,2022-10-01,6,2284.74,0,0,Swaziland,Furniture,Saturday,False
Spearsland,52372247,2022-10-02,5,1903.95,0,0,Nepal,Furniture,Sunday,False
Spearsland,52372247,2022-10-03,7,2665.53,0,171,Papua New Guinea,Furniture,Monday,False
Spearsland,52372247,2022-10-04,11,3350.95,20,0,Mauritius,Furniture,Tuesday,False
Spearsland,52372247,2022-10-05,5,1903.95,0,125,Eritrea,Furniture,Wednesday,False
Spearsland,52372247,2022-10-06,9,3255.75,5,119,Iceland,Furniture,Thursday,False
Spearsland,52372247,2022-10-07,5,1903.95,0,50,Mali,Furniture,Friday,False
Spearsland,52372247,2022-10-08,5,1903.95,0,169,Equatorial Guinea,Furniture,Saturday,False
Spearsland,52372247,2022-10-09,8,3046.32,0,144,Faroe Islands,Furniture,Sunday,False
Spearsland,52372247,2022-10-10,5,1903.95,0,0,China,Furniture,Monday,False
Spearsland,52372247,2022-10-11,5,1618.36,15,138,Guatemala,Furniture,Tuesday,False
Spearsland,52372247,2022-10-12,7,2665.53,0,16,Indonesia,Furniture,Wednesday,False
Spearsland,52372247,2022-10-13,8,3046.32,0,0,Benin,Furniture,Thursday,False
Spearsland,52372247,2022-10-14,8,3046.32,0,0,Latvia,Furniture,Friday,False
Spearsland,52372247,2022-10-15,5,1903.95,0,0,Mali,Furniture,Saturday,False
Spearsland,52372247,2022-10-16,6,2284.74,0,0,Vanuatu,Furniture,Sunday,False
Spearsland,52372247,2022-10-17,11,4188.69,0,0,Zambia,Furniture,Monday,False
Spearsland,52372247,2022-10-18,5,1903.95,0,71,United Kingdom,Furniture,Tuesday,False
Spearsland,52372247,2022-10-19,8,3046.32,0,0,Congo,Furniture,Wednesday,False
Spearsland,52372247,2022-10-20,7,2665.53,0,0,Saint Vincent and the Grenadines,Furniture,Thursday,False
Spearsland,52372247,2022-10-21,5,1618.36,15,0,Malaysia,Furniture,Friday,False
Spearsland,52372247,2022-10-22,13,4950.27,0,127,Haiti,Furniture,Saturday,False
Spearsland,52372247,2022-10-23,3,1142.37,0,0,Montserrat,Furniture,Sunday,False
